entry_point,image_base,size_of_image,size_code_section,dll_flag,num_sections,entropia_max,entropia_media,num_importaciones,num_dlls_importadas,num_exportaciones,file_size,label
15323,4194304,4642988,1338488,288,3,4.67634907171354,5.047791050175711,52,16,0,3551544,0
14029,4194304,1022547,610564,352,6,4.692825780853484,5.291588993692564,180,6,0,2543422,0
8686,4194304,3445946,1024371,288,6,4.874998081769932,5.4378249670445715,122,6,4,4814050,0
14848,16777216,1763015,1244091,288,3,4.4215469045789195,4.405016797189058,90,11,1,1591060,0
8353,4194304,3809311,82082,320,3,6.285151450816128,4.464119796558775,124,16,0,1214103,0
5108,4194304,4839585,1130639,288,6,5.836084575447077,5.146745182741312,151,7,4,971374,0
12708,4194304,3061505,518145,288,5,6.487153509096522,3.5737082772337034,187,8,0,601680,0
10225,16777216,1040907,930969,320,6,4.5248357827339865,5.363428960098493,179,13,2,87692,0
15581,16777216,1573240,1861882,288,3,4.660479158088255,4.807775715709385,234,5,1,1410685,0
6074,4194304,698512,402230,320,5,5.711378560946852,5.281558572953392,100,13,3,4134509,0
2374,2264988743,183882,13322,41952,2,7.282683236903213,7.705107286854955,15,3,1,34852,1
13583,16777216,2675683,242724,352,6,6.323593566694248,3.8410734522349097,188,11,0,1201892,0
11810,16777216,1458484,492458,288,5,4.736390187415998,3.728791114802551,210,14,1,165233,0
7260,4194304,3529263,814265,288,6,4.229620040200074,4.913497167195178,67,12,2,344237,0
7936,4194304,515404,1439017,320,5,5.735957534383877,5.4055682991509,111,19,1,3246296,0
2107,448147065,27075,17410,65098,2,7.5075424401873665,7.369442160577687,6,1,0,73175,1
2405,786974560,177762,36734,38616,9,7.600220532551287,7.440289562291954,19,2,1,7765,1
12773,4194304,1677069,445456,256,6,5.499728564193237,3.9640499076139992,239,15,0,3038306,0
14190,16777216,1359642,1306187,256,5,6.239180211773107,4.24770580960698,116,11,0,176318,0
10791,4194304,557923,1822993,352,3,4.704417394565883,5.076145855176212,87,8,3,1733629,0
9735,4194304,4371605,1123536,352,5,4.408541443850657,5.116898822985681,217,12,2,3523227,0
2524,1049010774,136940,16984,59049,10,7.944309576350224,6.834944277716729,15,1,1,58760,1
12094,4194304,4537151,1076945,352,6,6.098258930169385,3.581054068192525,189,13,0,2741327,0
9986,16777216,3758412,862899,352,3,6.390849850183544,4.197011357191541,208,14,4,1600943,0
14633,4194304,3390014,59830,256,4,5.883421534876364,4.51899721027555,188,18,2,4471422,0
1590,697484038,184187,22783,40835,2,7.93525077516574,7.1795205849277,17,4,1,30830,1
3948,2196389030,54392,38539,17357,2,7.9716039008771995,7.151839692979626,24,3,0,42902,1
11333,4194304,1323096,1188435,352,6,4.423250705048627,3.8734518040388646,171,13,3,3743403,0
7398,4194304,1797460,1022250,352,4,4.817780640052904,4.936299272997292,213,7,0,2083226,0
11506,16777216,3732773,1640707,288,3,4.42097412161344,4.383954276170815,163,10,0,1816045,0
5503,16777216,1362806,1071440,352,5,4.434968897674004,5.360484036601932,96,14,1,3422845,0
13714,4194304,1267084,1188344,320,6,4.771538356523548,5.039507908928479,194,6,0,3777765,0
488,1638821013,159975,15258,24906,10,7.386963731422608,7.41772582441122,3,1,1,76641,1
5213,16777216,977169,1784847,288,5,6.21554578347351,4.778813980583201,183,5,0,3419722,0
11863,16777216,2425002,1147190,352,4,5.6292633261327705,4.562697506538903,110,16,3,1097464,0
12246,16777216,1849302,537006,256,4,5.595849909524157,4.63182982359831,113,11,3,267689,0
8932,4194304,2634519,1805955,256,5,6.042050168697753,3.8198551837368626,182,19,2,4197131,0
3391,3372107188,188254,17506,13042,11,7.919539766062121,7.701510057862738,7,2,1,68761,1
659,4058721571,65400,4701,25899,1,7.49369007140493,7.17080860173834,21,2,0,61773,1
7334,4194304,2130330,1774093,288,6,4.61481912647284,4.999966248166639,205,15,1,3312710,0
10983,16777216,3009387,842371,288,4,4.212134968583013,3.9484686965584546,153,15,1,3498958,0
1629,4262638810,171643,34235,52186,1,7.835395194287464,7.740133234293961,28,2,1,43589,1
13230,16777216,1975946,50850,256,6,4.606563421314057,4.306286504901787,67,13,4,2608019,0
8120,16777216,2751701,208904,256,6,6.186263997782946,5.08493376207722,122,17,4,872216,0
4032,599382727,165863,35249,7743,1,7.874422975002988,7.288845491754616,20,1,1,57349,1
3335,3113735979,125382,36331,56873,1,7.337455439754951,7.041097919371228,6,2,0,48297,1
1397,1729365183,39959,10734,1587,1,7.886969138610975,7.330031531099323,21,2,0,34389,1
15074,4194304,4111504,651702,256,5,4.733437931979991,4.365156859916309,208,17,1,1269550,0
9673,4194304,4445890,561624,288,5,5.754704301036478,4.677516948748659,59,10,0,1948225,0
5385,16777216,947541,1370850,352,5,5.642924396060424,4.569103898709047,157,10,1,4659826,0
5129,4194304,4927509,1390075,352,6,4.025995253775351,4.081673100692057,175,5,2,4995317,0
3405,3120985406,88645,1688,48057,2,7.4619332476493625,7.752706758814825,25,2,0,67726,1
10327,4194304,856139,1960181,320,3,4.250823294612621,3.8912992729747886,109,8,4,2684446,0
10298,16777216,4883808,447786,320,4,4.721852588099507,5.117435743524496,153,12,2,1886059,0
14425,16777216,2545116,893836,352,3,5.921825081003939,4.41768837291815,237,19,3,444080,0
2773,240071341,135542,12572,25143,9,7.292586249049083,7.222352162622245,3,4,1,13516,1
7112,4194304,167159,1654888,288,3,6.346526676933119,4.228768811794087,108,9,4,1938715,0
16112,16777216,4902075,556394,256,5,5.89918175996999,5.206822285564858,205,5,0,1312479,0
653,3904282714,107675,20300,49761,10,7.564451545302315,7.68719626093648,5,3,1,39500,1
6458,16777216,4148082,515698,288,3,5.522996709289872,5.498978808589172,106,19,4,850365,0
14129,16777216,748085,1069506,256,3,5.266361945807514,4.963296180421864,140,12,3,2763621,0
9467,4194304,4111757,1224938,288,6,5.680039305748967,3.6915237037196684,100,16,3,4249517,0
9730,4194304,436872,1289179,288,6,4.369383612680268,4.060580863193712,191,14,1,3799157,0
4607,4194304,976074,1504687,320,6,4.62389295506639,5.459547070091439,193,6,2,4833747,0
4161,4194304,4169045,22733,320,3,4.850751609166321,5.0062183930688455,131,9,2,3942504,0
8201,16777216,2101051,896078,352,4,5.297035622884501,3.9198391266478763,85,18,2,1200143,0
1245,1669213355,140610,8447,22375,2,7.309079161899038,7.375170349312232,20,2,0,76483,1
11834,16777216,1731159,1216931,320,5,6.281842252952815,3.983016904494286,160,15,1,998351,0
3309,2728578185,50587,9879,15511,11,7.443295047102159,7.779418722835278,21,1,1,49497,1
10914,16777216,4591108,481036,256,6,5.705724296649329,4.518418579487241,144,18,2,1497660,0
5152,16777216,3015391,605758,352,4,4.8035017003561915,5.214481025513097,197,8,3,2220167,0
8571,16777216,4928824,1146714,320,5,4.2573476176185,4.410926600346285,240,17,4,1195576,0
2086,2082109826,187607,16013,39472,11,7.48657605521428,6.882494172948582,11,3,1,49205,1
11370,4194304,3957253,1121264,352,3,6.399856048360997,4.806962712223822,238,10,4,1824561,0
5631,4194304,2401361,517698,320,6,4.639069359922725,3.552104904755014,67,6,2,2709488,0
15460,16777216,323289,394120,288,5,4.569467977403011,4.834590552032399,234,5,3,370406,0
15563,16777216,584237,1288438,352,4,4.888399675889996,3.8209293254559427,178,18,1,868467,0
5957,16777216,2370921,625991,352,6,4.841359189718558,5.037634586528318,248,7,2,3300720,0
11121,4194304,1042784,1982576,256,5,5.227704566236451,4.939375762129209,143,14,2,2725534,0
15743,16777216,4851488,1687432,352,5,5.4361554838478945,5.434144398993917,217,19,2,3703141,0
2116,3556072965,94821,18801,59168,11,7.904465979499427,7.4276794376753354,27,2,1,22656,1
15931,16777216,891393,649952,288,6,4.723540333890066,5.1806827560271165,124,8,4,1217953,0
10625,16777216,4320195,1858359,288,5,4.4568192038452725,4.701782453016771,147,18,2,3587861,0
11038,16777216,2526037,72846,288,5,4.182403352900339,4.71195451709618,208,14,0,521913,0
923,929211885,86802,24977,59420,11,7.6876436277562625,7.44902340572585,18,4,1,31064,1
3242,3112011528,124110,8186,65114,11,7.615789442187401,7.182134692142664,22,3,0,31551,1
2958,66719521,178983,1243,46779,2,7.341151333055829,7.528710745146678,22,4,0,41510,1
3801,2553377751,174919,47999,37777,10,7.533372729623636,7.719226015719575,6,4,0,12794,1
692,792583635,137382,8416,63983,9,7.843169369490429,7.352436683366819,25,3,0,28195,1
6006,16777216,1340179,400938,256,3,4.730587765330037,4.6783164888182664,248,15,1,3912189,0
227,3987183904,8045,20622,2197,11,7.619527353429653,7.4652620936172704,28,4,1,31593,1
4555,16777216,1094125,223501,256,4,5.4840329782949135,4.373689398379269,209,14,4,1997035,0
5720,16777216,2304503,746219,320,3,6.001679549898552,3.8062462229367133,129,5,3,1716668,0
14495,4194304,2178952,761686,288,6,5.799210004350766,4.595879901226233,181,5,0,279161,0
16265,4194304,4916363,1163532,288,3,5.066824498942282,4.459688960754784,186,12,1,3710510,0
12079,16777216,2689586,437211,320,5,6.222041207524157,3.771252622731657,239,17,3,3909806,0
2330,4111342611,192970,18218,54559,10,7.860951698014844,7.325653117038718,20,1,0,79737,1
6077,4194304,1516683,348934,256,6,6.360287788741321,3.5734243751608994,174,8,0,4071081,0
10850,4194304,1994038,1350292,320,3,4.396034283619445,4.19853883774155,94,11,4,1618968,0
5685,4194304,4725157,986274,288,6,6.324711359882414,4.563160421994629,102,14,3,3276085,0
5290,16777216,949343,1391287,352,5,6.208878515628358,4.9584819576863435,111,11,0,3060632,0
3180,4025354790,130987,14772,20105,1,7.350140653618776,7.122351747435462,12,2,0,8510,1
2948,1937403005,61562,8490,29727,1,7.422918826422023,7.188864026861584,19,2,0,23914,1
11886,16777216,202919,1015255,256,5,4.396871450486908,3.9499364955914507,220,17,3,3456261,0
3610,2577308334,11014,31828,41593,10,7.7117346481026825,7.315536571559221,16,4,1,26616,1
10212,4194304,3948517,1503573,288,6,5.810268097043845,4.640965969608805,84,9,0,4081907,0
2525,768297278,193842,10799,40169,9,7.339818981380039,7.376920818099653,15,1,0,11156,1
10005,16777216,2484472,1655281,320,3,6.239758794939711,3.6439915322769263,163,11,4,2665697,0
5134,4194304,3857750,1537645,320,5,5.644729453514987,4.821063932770421,130,13,4,3944043,0
9696,16777216,1302522,960521,320,3,4.175400248713025,4.51949834663716,126,11,3,2146397,0
9735,16777216,4653516,1200354,320,4,4.340068613052266,4.2734107270243475,101,6,2,1665916,0
10817,4194304,3371014,434128,320,5,6.281456369243255,4.758395877659188,222,15,2,1721385,0
5988,16777216,4641958,1686958,288,4,6.216001047981928,3.9441281720510277,166,6,0,1849985,0
10396,16777216,2624355,1450784,288,3,4.28179016581965,4.697326944915368,240,17,2,3734637,0
12657,16777216,4973044,1310319,352,4,4.330963228135876,4.218368898421184,137,16,2,4827328,0
11924,4194304,1177945,1153989,320,3,4.499308742552582,4.810709836230292,189,7,0,4433703,0
14461,4194304,4553493,1940164,352,4,4.8591682882021425,4.3696021690998545,227,18,3,1676063,0
1412,1113993637,199031,25583,3899,9,7.760242365714973,7.546141779909055,5,4,0,58851,1
14414,4194304,3009939,1081881,352,4,5.034499524710369,5.286567972747964,159,6,3,236563,0
11236,4194304,1944776,1188627,320,6,4.540280137705428,3.7289053943397796,92,8,0,3118864,0
11160,4194304,296024,1211595,352,4,6.353359942617902,4.1796286720865865,88,15,0,3102056,0
15620,4194304,2367745,1194426,288,6,4.342079460009868,4.169011519881342,66,5,4,4672147,0
996,629611661,123784,24980,23803,10,7.702780957546334,6.859618172565019,28,1,0,22984,1
4404,4194304,3910783,1799863,288,4,5.574469436812296,4.383245572723661,157,10,4,1898534,0
348,2083055706,130941,18331,238,2,7.914936304977322,7.057963700564945,13,3,1,36425,1
9612,4194304,2268669,306876,352,3,6.113799844695569,3.5737030812201063,160,12,3,857512,0
5719,16777216,1123734,675374,320,3,6.093025537154137,4.520032364706879,101,8,4,4475965,0
6888,4194304,1399303,1020277,320,3,5.2578971273625505,5.4881809395342325,232,14,3,2010584,0
12585,4194304,2746486,510898,320,4,5.846898549703118,4.693160910760583,154,15,0,3331910,0
14479,4194304,3766454,629857,320,5,5.105705912806597,4.278889814405242,149,6,2,4310303,0
10604,4194304,2581786,1980167,352,6,4.765648902342117,4.282770248841144,240,13,1,4656705,0
13151,16777216,2830240,808060,352,3,5.475923017960165,4.891235389908287,229,7,1,2526615,0
7584,4194304,2242115,220825,320,3,4.10007815699816,4.768371778899317,81,17,4,4537277,0
7001,4194304,845866,703471,320,4,6.27243251387471,3.999649347303636,140,17,1,1561936,0
10688,16777216,387714,1032861,288,5,4.36228539214585,5.38861947903828,150,7,2,3643694,0
6462,4194304,4891326,1596580,320,6,4.5671037115805815,5.292760099096243,191,18,2,943910,0
10492,4194304,807522,1049530,256,5,5.14794259151538,3.7447902709523584,166,9,1,4686054,0
3333,4125355332,11290,42714,21924,11,7.901356385325978,6.978544198685489,10,2,0,55510,1
4185,16777216,1746118,472780,320,4,5.336047380604615,4.607724962612483,216,8,4,2845015,0
7670,4194304,1563711,1532989,320,4,4.987102231751581,4.068132384406392,171,14,1,3603590,0
8598,4194304,4157262,92093,352,5,4.548760377370858,5.261693061621145,119,18,4,1396842,0
6970,16777216,4191234,1972199,320,4,6.111033866648109,5.109417177162374,157,17,1,4244969,0
14574,4194304,1772732,1189960,352,4,5.697525070423799,4.305014251788837,176,6,2,3375666,0
14487,16777216,4923452,1759736,288,5,5.937978299646799,3.758097845796513,140,18,2,2521791,0
14327,4194304,1241727,622180,288,3,5.264395695803323,4.483219178635991,145,11,0,2753939,0
12426,4194304,888912,207086,288,5,5.708191536294853,4.59006949148622,206,11,3,635145,0
6325,16777216,2647643,1674407,352,3,4.177001179434147,4.714415465976277,197,19,1,4168544,0
12229,4194304,4246792,1001016,256,5,5.435743219913879,3.507891920054389,78,9,3,1392096,0
4156,4194304,2661342,506355,288,5,5.891172351888859,4.270344057832043,191,13,1,1842820,0
4599,4194304,4131379,920893,320,4,5.969381797164901,4.9071745143565115,235,9,1,601294,0
14897,16777216,1752719,630598,320,5,5.896502242865648,5.4644097492746155,199,7,3,4313056,0
7778,16777216,4478906,1827628,320,5,6.203471760887084,3.5273572885473556,168,19,1,575962,0
16196,4194304,1518516,829223,256,3,5.0363700602257975,4.304657247847851,195,13,1,1195128,0
3836,517366724,60513,10137,10499,11,7.84059419559038,7.239307436778759,5,2,0,70351,1
5493,16777216,352677,1547504,288,6,4.416590357571186,5.254925051486646,230,7,3,1053340,0
1806,3807922602,48949,39384,48220,11,7.335964661967489,7.125956679795172,18,2,0,4958,1
10252,16777216,890509,147584,256,5,5.900179453858851,5.12276190304553,234,10,1,4549357,0
11479,16777216,1279056,715903,320,5,4.719653501226956,5.459324903311127,193,12,0,815026,0
676,454527434,51208,32789,44422,9,7.449634699483898,7.1815153279626776,20,2,0,56815,1
5243,16777216,1916145,622588,352,3,4.436380958938178,4.763917953187729,241,10,3,416397,0
12816,16777216,260166,1411749,256,4,5.025126283239944,4.154039424689172,128,10,1,3796677,0
3315,1295278941,49204,28483,28931,11,7.35937953205656,7.568710927665338,18,1,1,56675,1
15342,16777216,977626,726763,256,4,6.129104565741871,5.4847663521878784,195,18,2,3193709,0
16278,4194304,3032547,1858201,256,5,5.938561131681686,4.8776171490268965,155,13,4,4859864,0
8093,4194304,944163,259454,288,5,6.41619060172096,4.021621475420542,195,19,4,4246822,0
3935,3089757925,195179,46625,37055,1,7.263319588428184,7.568010341370237,14,4,1,27859,1
10342,16777216,1652432,1113894,256,6,4.440243573170981,4.358741751400356,195,16,0,2372203,0
2724,1716797555,131125,1540,12688,11,7.751183638604886,6.869535467509494,12,1,0,52940,1
10396,16777216,2110000,529924,256,3,4.093187219982597,3.596734852398303,71,17,0,4183024,0
13668,16777216,3071160,1291043,352,4,6.0636720831640485,4.96431819900145,189,13,4,4072688,0
13182,16777216,653080,1239143,320,3,4.608921389513892,5.364960139685638,186,8,4,2860675,0
12081,4194304,2618627,509197,256,5,5.10794496811322,5.375124641813191,247,8,0,3586799,0
11938,16777216,2537434,1998786,288,4,4.496098341580656,5.303833325704408,242,11,1,3322014,0
11971,16777216,2135336,1386851,320,6,4.3700830502564045,4.83068344420404,205,8,2,1691051,0
7807,4194304,2709004,1212945,320,6,4.400681200457729,4.349112074987681,227,7,1,1303451,0
5556,16777216,4653263,1746574,352,5,4.0397907575992775,4.511662193113052,78,18,1,1628393,0
5616,4194304,3051496,683796,352,5,5.5791709639498395,5.208662063289186,135,9,0,4350073,0
1149,2964455080,170663,39210,51346,2,7.833472406315125,7.525001213609556,16,1,1,77377,1
12390,16777216,1388187,495796,256,5,4.745934976662832,5.2712775404015915,187,13,4,3368996,0
7975,4194304,166866,1058222,256,6,5.702416500312897,5.1918980029057575,208,7,2,2759769,0
5132,4194304,1285040,766194,256,3,4.627274072187281,5.333319920391468,216,12,4,3120862,0
6267,16777216,2809056,716429,256,5,5.037768566671237,5.199170513928603,68,13,1,704854,0
8219,4194304,4934581,389181,352,5,5.461177736778724,4.907635484040713,184,16,3,1400229,0
6898,16777216,2138543,1819408,320,4,5.257942925580533,5.296684612404858,243,8,0,4712354,0
11048,4194304,795461,1690373,352,3,4.87591773678737,4.04882124931152,103,15,0,1275085,0
5967,4194304,1016168,1458482,288,3,6.492273561525101,3.896841693523083,54,18,4,4979939,0
8407,16777216,4198775,1764995,288,4,4.830293795780551,3.682940471053957,56,19,1,3801169,0
9968,16777216,1150721,1495996,352,4,5.38136984943245,3.52507041935695,170,7,4,2297836,0
12276,16777216,3152455,1382408,256,4,5.585458038487959,5.372901829416977,78,9,1,2825588,0
6188,16777216,2844526,160098,352,5,4.727745409243438,5.411968538680403,140,16,3,1568477,0
11649,4194304,3654689,327792,352,5,5.325998848546259,4.454440821908719,230,6,1,363194,0
16318,16777216,4369032,1489013,320,3,5.403733833175466,4.99750239548912,216,12,2,3539790,0
306,2010834067,178815,46458,26802,11,7.9040012055295445,7.022497755366608,5,1,0,55002,1
9583,4194304,2430953,1656291,288,3,5.614973650507528,3.838072693079261,192,15,0,2846826,0
10548,4194304,4714901,1870566,256,6,6.455577073914094,3.9554830723510546,92,17,1,2665445,0
14538,16777216,1098183,1227571,256,3,5.895004412833366,5.43029654325663,213,12,1,1166146,0
11488,4194304,3937260,1190850,320,3,4.241563727422356,4.634717947714978,90,9,1,1284217,0
5820,16777216,4728484,220442,288,3,4.589144888922584,4.61194198208035,174,16,3,1875773,0
12695,16777216,3862425,1994167,256,4,5.8172517566354545,4.404894798435907,227,10,3,128935,0
7984,16777216,2328198,388431,352,3,4.925124401334151,4.150186326162291,117,7,3,2388427,0
13272,16777216,2934089,1995358,320,6,4.374335520666927,4.911476108484465,66,15,0,4032990,0
7971,4194304,100009,362884,352,5,5.53339809102092,4.82798764683215,174,19,3,4492864,0
15387,16777216,130340,907810,320,4,5.391388789302364,3.5895389799768305,190,8,0,1809924,0
13765,16777216,1549674,877911,352,3,4.265951623277419,4.235427609664935,225,17,1,1022134,0
5069,16777216,4170317,304278,288,4,4.662553264514049,3.733291829488372,226,13,3,913681,0
1282,3448064727,94703,26423,56350,9,7.385134573276571,7.639713344679153,23,4,1,47919,1
4275,4194304,4800424,1138233,288,5,4.10584862652294,5.481195857985721,128,10,0,1623650,0
16290,16777216,2234052,1517125,320,5,4.0581511003044195,4.515931686899925,126,7,2,3763727,0
3875,1867114819,55949,3289,54147,11,7.47422631114493,7.78384559492486,27,2,1,57614,1
15891,16777216,1116686,1727503,256,3,6.16542607704436,4.2056188724557195,169,11,1,3188213,0
12507,16777216,3390612,1079300,320,4,4.990147361959137,3.8845202682529916,151,13,3,1623518,0
4043,3321809476,192174,13454,50421,10,7.704879104533525,6.9428226143964205,11,4,1,4099,1
13665,4194304,1214519,982907,320,3,5.529736553355172,4.263977117997162,77,17,2,1264973,0
4455,4194304,1682430,1958694,288,6,4.940701860871328,4.987552366532209,128,19,4,3016062,0
16171,16777216,2485070,62878,352,5,4.097396973540308,4.780342496216499,65,5,3,2692222,0
2580,2349572310,26535,44655,4485,11,7.654879324924863,7.299998694942199,19,4,1,12087,1
9108,16777216,2365245,1748525,320,5,4.676839207073567,5.255853783633408,96,9,2,2147845,0
1820,1341851125,32757,29063,34562,9,7.323547241936562,7.732390981182746,23,2,0,56463,1
2135,27274441,97585,15415,59895,9,7.992006576298349,7.779324581370405,12,3,0,74567,1
15492,4194304,4270482,882094,288,3,5.0514200250932815,3.634587695462311,224,18,1,4763574,0
13217,16777216,1509678,1302706,256,5,4.291510113921292,4.279828065287087,237,11,1,1410547,0
541,3050983678,41035,8604,50595,11,7.574211823947573,7.093424591368277,2,4,1,55299,1
10518,16777216,4994201,472779,320,5,5.011858121678168,4.753546151350428,198,14,2,2467297,0
948,447227456,139401,48918,54656,11,7.999957805963627,7.674361505203129,8,1,0,46531,1
10517,16777216,2208128,1888009,288,3,5.029110792219309,3.7478006915666207,107,7,1,3162884,0
13938,4194304,2223933,1708764,352,6,4.355465032537568,3.6704433515530575,206,14,3,4282373,0
10565,4194304,1878195,1824581,256,4,4.305037329657096,4.752204623618421,219,8,2,2646768,0
909,1009570749,146041,5469,10555,11,7.404964565426213,7.551478174779185,29,2,1,67212,1
15186,4194304,484408,683540,288,5,6.481146774437534,5.165014845753654,195,19,1,1950255,0
12342,4194304,4849074,1126751,256,5,6.170043236081305,4.6214575726515275,190,15,3,4493427,0
4638,4194304,1182981,824138,288,3,5.595516846448406,3.7116415054090464,215,12,0,3963356,0
5777,16777216,1903624,250385,256,3,5.155688400700705,4.128153834659143,86,6,2,1357099,0
7376,16777216,2345949,387087,256,6,4.789578712721202,3.763353504074315,245,18,0,2108489,0
10916,4194304,236853,1342060,352,6,5.057264835895138,5.270340866545467,239,17,0,1946586,0
8252,4194304,3866267,653018,256,6,6.441449975308335,4.899892370857272,113,10,4,4625277,0
9922,4194304,4848819,826579,288,6,6.066621847475719,4.9470697677930975,99,15,4,3740715,0
15496,16777216,3237846,315449,288,4,6.211245370261253,4.5568997890052705,209,9,3,1443862,0
11895,4194304,3967684,357328,320,3,4.814909006948329,4.950231377645954,182,6,1,3914962,0
8259,16777216,3597921,100867,288,6,5.886077985567451,5.344666316630612,78,5,3,3871524,0
15351,16777216,3214289,1079500,256,5,4.447311964141124,5.193079195846744,144,9,1,4985137,0
10275,4194304,259613,1702020,352,5,4.023589319069126,5.038068455409232,245,14,3,1408569,0
4540,16777216,1536345,949042,288,5,5.8085237579061495,3.9433649804450814,65,10,1,1247289,0
6770,16777216,1922092,674846,320,5,5.990371896619569,4.575692822331403,170,19,3,4423896,0
2301,3860618189,66817,33714,22386,2,7.37067985064968,7.481294364791352,2,1,1,37418,1
12674,4194304,3894409,577770,256,6,6.070562568285804,4.797139266728756,60,16,0,3744555,0
11129,16777216,3092946,506844,288,4,6.331180128340186,4.167699702340346,229,6,0,135758,0
7209,16777216,3225728,1901823,352,4,5.883274038990793,4.943579482611446,101,17,0,2281478,0
7441,16777216,1359758,308757,288,3,5.266527849399633,3.890986589890293,135,17,3,578553,0
2410,349154077,21825,41179,12650,9,7.420911894844424,7.30460527313602,21,4,0,51827,1
15458,4194304,3017510,1103850,352,3,5.174974830833881,4.624859236067602,87,6,3,4094207,0
10301,16777216,3356317,318787,256,5,6.291083119822266,4.623693894131938,219,14,1,1161131,0
9311,4194304,1066138,1576595,256,4,4.909616952563708,3.5246723288984114,122,7,3,4228703,0
7122,16777216,2105005,362085,320,6,5.658095071276378,4.015304982695548,77,15,0,284470,0
12160,4194304,2495614,803303,256,4,4.745305729709234,4.702436266120346,238,11,2,4827939,0
6343,4194304,4806566,169979,288,3,4.09971400678286,4.90489914637357,141,16,0,572887,0
14929,4194304,889578,1762267,256,4,5.093611501249793,4.107920517372171,120,9,4,3639315,0
7376,4194304,4496403,647705,320,3,4.619448536099236,4.79577840332632,220,12,1,4725397,0
972,999184232,73503,45009,13711,10,7.2683352091395115,7.711479904607687,19,1,1,17146,1
13674,16777216,2793713,1091185,288,3,5.408140331175774,3.5348501054338186,178,10,4,3188867,0
5173,16777216,918538,57275,352,5,5.312275949887284,4.41989747387305,57,15,1,3769482,0
2608,2935776087,31922,43683,38678,1,7.637977435680368,7.510339553768289,13,1,0,17053,1
4589,4194304,3572943,485182,288,6,4.075548009378375,4.375807164851326,204,16,2,4940097,0
6237,4194304,401629,1557616,256,6,6.352934023312963,5.393573723029306,142,18,2,714926,0
7039,16777216,914701,1976398,352,3,4.993440370664814,3.779205571572498,226,15,0,290454,0
14028,16777216,1621575,1069731,256,3,5.565122193113524,4.557148859924354,105,16,3,4555294,0
3097,2001317259,27587,3474,19772,10,7.810950714178825,7.6545217274980155,18,1,1,69812,1
5647,16777216,3864198,1665971,256,4,4.389187992812782,5.362997878949385,101,7,2,3981064,0
10317,16777216,1456053,1361312,352,3,4.689405188737673,4.838960376426057,195,13,3,2807675,0
2497,4169679566,164421,46940,50697,11,7.501199314024175,7.015619676763232,9,2,1,76101,1
4315,4194304,2679899,1918601,352,5,6.276660105625109,5.014745733092905,206,13,4,2480950,0
2043,1107511131,48621,7478,26496,10,7.9372668471038015,7.585440560627668,14,4,0,68476,1
15387,16777216,2158605,1735428,320,5,5.564206975650938,4.141360520965039,102,7,2,3500004,0
9482,16777216,3621567,1315285,256,5,5.164378454287684,3.711242443021752,77,19,2,3325969,0
1968,1618710625,47323,38006,39062,2,7.345558288069298,7.16250954852518,4,2,0,56669,1
4459,4194304,710442,621469,352,5,5.900688211715871,5.258088660945274,187,7,1,2554490,0
15838,16777216,2839440,110255,352,6,4.56952787771596,4.090627014689502,230,12,4,2600439,0
8003,16777216,3578110,1659884,352,5,5.373174754004159,5.2081110255963585,155,15,4,1084467,0
15162,16777216,1116412,1398017,352,5,4.116402879321965,4.5556328040425,231,13,2,1100063,0
13271,4194304,1302198,969280,256,3,4.671787871701658,3.766698410360987,216,15,1,1243303,0
15075,4194304,4413272,10001,320,6,5.453378268875108,4.70351779411897,150,5,4,2522374,0
8939,16777216,1519499,1856833,288,6,5.252171823816923,4.50578827295849,56,18,2,2277668,0
2033,1043886427,35485,42272,21904,10,7.318653825369834,7.053831240404956,13,2,1,14628,1
6977,4194304,386928,185993,288,5,6.049974869446932,4.236767875117605,234,13,2,318151,0
2274,857982929,87287,10250,54504,10,7.817825667134919,7.124764596686584,21,1,1,64062,1
14442,4194304,1468639,638371,288,6,4.765865592944264,4.6994031980965465,94,17,2,4194017,0
4390,4194304,674548,1825823,320,6,4.102883000131,3.5668049261267485,132,19,1,1906685,0
3896,510629575,168904,12709,49743,10,7.315073656440278,6.960059399193723,4,4,1,42026,1
11310,4194304,4295370,1723181,256,5,4.357946876215119,3.6090870312423293,61,13,0,1602443,0
13622,4194304,2117829,24891,320,3,4.832062155787748,4.070105945922835,188,16,4,298851,0
11437,16777216,2589948,712075,288,5,5.865704531838369,4.453993034526945,170,17,3,3296272,0
7494,4194304,2284203,1494247,320,3,6.487008561479929,4.800325783755932,121,19,3,2271293,0
1701,4152970366,116403,35729,20041,11,7.374275659198597,7.002622098668736,28,3,1,20127,1
13773,16777216,614394,1677352,288,4,4.773584215118373,4.930985993581797,82,11,3,1038094,0
14493,16777216,3176358,1333717,256,6,5.960152269101767,3.586840120468708,174,8,3,270839,0
12627,16777216,3949574,189912,352,6,5.18595533227842,3.660294419741083,102,10,2,609665,0
6989,16777216,2725481,760675,256,4,6.106928194023572,4.2720670672385825,179,14,3,2647573,0
8360,16777216,1650166,679398,256,4,4.334201308879334,3.922942267507638,124,10,0,4249436,0
9531,16777216,321928,846124,288,4,5.8149039322470495,4.48614321662834,209,17,2,1496214,0
8058,16777216,1330779,1593255,320,4,5.588573181977709,5.418800170542949,231,15,2,1891793,0
11954,4194304,2261852,71679,256,4,4.134436773921388,3.9897738969608136,208,18,3,3991749,0
